70.6.7.1.3: 67 - DMG:3 - Health:11 - Initiative:1 - Weights:|5:5|
70.6.7.1.9: 67 - DMG:3 - Health:10 - Initiative:1 - Weights:|5:4|
57.0.0.5.8: 68 - DMG:3 - Health:10 - Initiative:1 - Weights:|5:5|
70.6.7.1.1: 69 - DMG:3 - Health:10 - Initiative:1 - Weights:|5:5|
1.2.4.0.0: 70 - DMG:3 - Health:11 - Initiative:1 - Weights:|5:5|
57.0.0.5.3: 71 - DMG:3 - Health:10 - Initiative:1 - Weights:|5:5|
57.0.0.5.4: 80 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:5|
========================

57.0.0.5.4.8: 64 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.1: 65 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.4: 65 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.9: 65 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:5|
70.6.7.1.3.0: 66 - DMG:3 - Health:13 - Initiative:1 - Weights:|5:5|
70.6.7.1.9.3: 66 - DMG:3 - Health:10 - Initiative:1 - Weights:|6:4|
70.6.7.1.9.6: 66 - DMG:3 - Health:10 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.7: 71 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.6: 74 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:5|
25.8.1.8.1.0: 79 - DMG:3 - Health:13 - Initiative:1 - Weights:|5:4|
========================

25.8.1.8.1.0.1: 60 - DMG:3 - Health:13 - Initiative:1 - Weights:|5:4|
57.0.0.5.4.8.0: 61 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:4|
57.0.0.5.4.8.1: 61 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.4.4: 61 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:4|
57.0.0.5.4.4.9: 62 - DMG:4 - Health:10 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.9.8: 62 - DMG:4 - Health:13 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.1.4: 65 - DMG:4 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.8.6: 76 - DMG:4 - Health:13 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.1.7: 76 - DMG:5 - Health:10 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.8.7: 80 - DMG:5 - Health:10 - Initiative:1 - Weights:|5:5|
========================

57.0.0.5.4.9.8.4: 62 - DMG:4 - Health:13 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.9.8.6: 62 - DMG:4 - Health:13 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.1.4.8: 62 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.8.6.1: 64 - DMG:4 - Health:13 - Initiative:1 - Weights:|5:5|
25.8.1.8.1.0.1.9: 65 - DMG:3 - Health:13 - Initiative:1 - Weights:|5:4|
57.0.0.5.4.9.8.3: 66 - DMG:4 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.8.6.2: 66 - DMG:4 - Health:13 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.8.7.9: 68 - DMG:5 - Health:10 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.9.8.0: 74 - DMG:4 - Health:13 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.8.0.5: 79 - DMG:5 - Health:10 - Initiative:1 - Weights:|5:4|
========================

57.0.0.5.4.1.4.8.5: 60 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2: 61 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.6: 61 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.9.8.4.2: 62 - DMG:4 - Health:13 - Initiative:1 - Weights:|5:5|
57.0.0.5.4.1.4.8.7: 63 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.8: 64 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.3: 65 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.9.8.3.5: 65 - DMG:4 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.1: 67 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.9.8.4.3: 71 - DMG:4 - Health:13 - Initiative:1 - Weights:|6:5|
========================

57.0.0.5.4.1.4.8.5.7: 58 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.8: 58 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.7.5: 58 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.3: 62 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.6.8: 62 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.5.3: 65 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.5.4: 65 - DMG:5 - Health:10 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.8.4: 66 - DMG:5 - Health:10 - Initiative:1 - Weights:|8:5|
57.0.0.5.4.1.4.8.2.9: 85 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.5.1: 87 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
========================

57.0.0.5.4.1.4.8.5.1.1: 67 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.5.1.9: 67 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.0: 69 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.2: 70 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5: 70 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.7: 70 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.8: 70 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.6: 71 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.5.1.5: 73 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.5.1.7: 74 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
========================

57.0.0.5.4.1.4.8.2.9.5.6: 58 - DMG:5 - Health:13 - Initiative:2 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.0.5: 59 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.5.1.1.3: 62 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.0: 62 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.0.1: 63 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.8.2: 64 - DMG:6 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.5.1.1.7: 66 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.5.1.9.5: 66 - DMG:5 - Health:13 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.2.8: 67 - DMG:5 - Health:13 - Initiative:1 - Weights:|8:5|
57.0.0.5.4.1.4.8.2.9.5.9: 74 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
========================

57.0.0.5.4.1.4.8.2.9.5.9.3: 61 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.7: 62 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.6.3: 63 - DMG:5 - Health:13 - Initiative:2 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.6.6: 64 - DMG:5 - Health:13 - Initiative:2 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.4: 64 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.8: 65 - DMG:5 - Health:16 - Initiative:1 - Weights:|7:5|
57.0.0.5.4.1.4.8.2.9.5.0.5: 67 - DMG:5 - Health:13 - Initiative:1 - Weights:|7:5|
57.0.0.5.4.1.4.8.2.9.5.9.2: 67 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.6: 68 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.5.1.1.3.8: 72 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
========================

57.0.0.5.4.1.4.8.2.9.5.9.4.0: 62 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.6.3: 62 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.7.1: 63 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.8.3: 64 - DMG:5 - Health:16 - Initiative:1 - Weights:|7:5|
57.0.0.5.4.1.4.8.2.9.5.9.8.4: 64 - DMG:5 - Health:16 - Initiative:1 - Weights:|7:5|
57.0.0.5.4.1.4.8.2.9.5.9.8.9: 64 - DMG:5 - Health:18 - Initiative:1 - Weights:|7:5|
57.0.0.5.4.1.4.8.2.9.5.9.7.3: 65 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.3.3: 66 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.4.1: 68 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.8.0: 69 - DMG:5 - Health:16 - Initiative:2 - Weights:|7:5|
========================

57.0.0.5.4.1.4.8.2.9.5.9.6.3.4: 61 - DMG:5 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.8.3.3: 61 - DMG:5 - Health:16 - Initiative:1 - Weights:|7:5|
57.0.0.5.4.1.4.8.2.9.5.9.8.4.5: 62 - DMG:5 - Health:16 - Initiative:1 - Weights:|7:5|
57.0.0.5.4.1.4.8.2.9.5.9.8.0.2: 62 - DMG:5 - Health:16 - Initiative:2 - Weights:|7:5|
57.0.0.5.4.1.4.8.2.9.5.9.8.0.6: 62 - DMG:5 - Health:16 - Initiative:2 - Weights:|7:4|
57.0.0.5.4.1.4.8.2.9.5.9.8.0.9: 66 - DMG:5 - Health:16 - Initiative:2 - Weights:|8:5|
57.0.0.5.4.1.4.8.2.9.5.9.8.0.7: 68 - DMG:5 - Health:16 - Initiative:2 - Weights:|7:5|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3: 73 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.7.1.7: 76 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.8: 77 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
========================

57.0.0.5.4.1.4.8.2.9.5.9.6.3.8.8: 63 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.1: 64 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.3: 64 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.9: 64 - DMG:7 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.7.1.7.6: 64 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.7.1.7.9: 64 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.7.1.7.8: 65 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.7.1.7.0: 66 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0: 67 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.6: 67 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
========================

57.0.0.5.4.1.4.8.2.9.5.9.6.3.8.8.8: 63 - DMG:6 - Health:18 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.3.7: 63 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.9.6: 63 - DMG:7 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.8.8.1: 65 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.9.5: 65 - DMG:7 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.8.8.5: 66 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.8.8.0: 69 - DMG:6 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.7.1.7.9.4: 69 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7: 70 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.3.5: 77 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
========================

57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.3.5.8: 59 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.9: 60 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.7.1.7.9.4.2: 61 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.0: 61 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.9.5.0: 62 - DMG:7 - Health:16 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.7.1.7.9.4.9: 63 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:5|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.3: 66 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.7: 69 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8: 70 - DMG:6 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.8.8.8.0: 73 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
========================

57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4: 59 - DMG:6 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9: 59 - DMG:6 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.9.0: 61 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.0.6: 61 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.8: 61 - DMG:6 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.9.3: 62 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.5: 62 - DMG:6 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.9.7: 63 - DMG:6 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.0: 63 - DMG:6 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.3: 64 - DMG:6 - Health:19 - Initiative:2 - Weights:|6:4|
========================

57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.0: 62 - DMG:6 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.8.1: 62 - DMG:6 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.5.1: 62 - DMG:6 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2: 63 - DMG:6 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.4: 63 - DMG:6 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.8.5: 64 - DMG:6 - Health:19 - Initiative:2 - Weights:|6:3|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.8.4: 66 - DMG:6 - Health:19 - Initiative:2 - Weights:|6:3|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.5.9: 71 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.0.6.8: 74 - DMG:7 - Health:19 - Initiative:1 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3: 76 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
========================

57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.5.9.4: 63 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.5.9.0: 64 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.5.9.7: 64 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.0.6.8.5: 64 - DMG:7 - Health:19 - Initiative:1 - Weights:|7:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.5.9.8: 66 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3.9: 66 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.5.9.6: 67 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3.8: 68 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.5.9.9: 69 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4: 75 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
========================

57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3.9.6: 58 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.5.9.6.4: 58 - DMG:7 - Health:19 - Initiative:2 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.4: 58 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3.8.8: 59 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3.8.9: 59 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3.8.6: 61 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.2: 61 - DMG:7 - Health:21 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3.8.2: 62 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3.8.3: 66 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.3: 67 - DMG:7 - Health:19 - Initiative:4 - Weights:|6:4|
========================

57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3.8.6.3: 60 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.4.5: 61 - DMG:7 - Health:19 - Initiative:4 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.4.0: 62 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.3.3: 62 - DMG:7 - Health:19 - Initiative:4 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.3.6: 63 - DMG:7 - Health:19 - Initiative:4 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.4.8: 64 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.4.3.8.6.4: 64 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.3.8: 65 - DMG:7 - Health:19 - Initiative:4 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.4.3: 68 - DMG:7 - Health:19 - Initiative:3 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.3.7: 68 - DMG:7 - Health:19 - Initiative:4 - Weights:|6:4|
========================

57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.3.6.0: 59 - DMG:7 - Health:19 - Initiative:4 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.3.6.2: 59 - DMG:7 - Health:19 - Initiative:4 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.3.8.5: 59 - DMG:7 - Health:19 - Initiative:4 - Weights:|6:4|
57.0.0.5.4.1.4.8.2.9.5.9.6.3.3.0.7.8.9.2.4.3.3.9: 60 - DMG:7 - Health:19 - Initiative:4 - Weights:|8:4|
